"Tahmin Tarihi","Kurum","Analist","Format","Varlık","Vade","Hedef Tarihi","Hedef Fiyat","Analiz Tezi","Benchmark","Tahmin tarihindeki Fiyat","Beklenen Getiri %","Gerçekleşen Fiyat","Gerçekleşen Getiri %","Hedef Yön","Öneri","Yön İsabeti","Hedef Yakınlığı","Tahmin Doğruluğu","Error (MAPE)","Başarı Skoru","Ref. Beklenen Getiri %","Ref. Gerçekleşen Getiri %","Alpha","RefAlpha"
"2025-09-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2025-10-19","7.1200","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0900","+0.42%","7.0500","-0.56%","Yukarı","Slightly Bullish","0","90.2","0","0.98%","38.7 (F)","-1.24%","-0.56%","+1.66%","+3.93"
"2025-09-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2025-12-19","7.0800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0900","-0.14%","7.0500","-0.56%","Aşağı","Slightly Bullish","1","95.8","100","0.42%","89.9 (A)","-1.35%","-0.56%","+1.21%","+8.60"
"2025-09-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-03-19","7.0500","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0900","-0.56%","6.8700","-3.10%","Aşağı","Slightly Bullish","1","74.5","75","2.55%","81.2 (B)","-1.94%","-3.10%","+1.37%","+2.43"
"2025-09-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2026-09-19","7.0000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0900","-1.27%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-10-21","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2025-11-21","7.1200","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","+0.99%","7.1100","+0.85%","Yukarı","Slightly Bullish","1","98.6","100","0.14%","91.5 (A)","-0.92%","+0.85%","+1.92%","+1.93"
"2025-10-21","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2026-01-21","7.0800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","+0.43%","6.9700","-1.13%","Yukarı","Slightly Bullish","0","84.5","0","1.55%","37.5 (F)","-1.76%","-1.13%","+2.19%","+5.14"
"2025-10-21","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-04-21","7.0500","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-10-21","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2026-10-21","7.0000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","-0.71%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-11-18","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2025-12-18","7.1000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1100","-0.14%","7.0500","-0.84%","Aşağı","Neutral","1","93.0","100","0.70%","87.9 (A)","-0.17%","-0.84%","+0.03%","+0.23"
"2025-11-18","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2026-02-18","7.0800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1100","-0.42%","6.8900","-3.09%","Aşağı","Slightly Bullish","1","73.2","75","2.68%","80.0 (B)","-0.96%","-3.09%","+0.54%","+1.27"
"2025-11-18","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-05-18","7.0500","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1100","-0.84%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-11-18","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2026-11-18","7.0000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1100","-1.55%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-12-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2026-01-19","6.9700","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","-1.13%","6.9700","-1.13%","Aşağı","Neutral","1","100.0","100","0.00%","89.7 (A)","-0.85%","-1.13%","-0.29%","-0.25"
"2025-12-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2026-03-19","6.9500","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","-1.42%","6.8700","-2.55%","Aşağı","Neutral","1","88.5","75","1.15%","83.6 (B)","-0.92%","-2.55%","-0.49%","-0.35"
"2025-12-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-06-19","6.9000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","-2.13%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-12-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2026-12-19","6.8000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.0500","-3.55%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2026-02-19","6.9700","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.9700","+0.00%","6.8900","-1.15%","Sabit","Neutral","0","88.5","0","1.15%","37.6 (F)","-1.01%","-1.15%","+1.01%","+20.19"
"2026-01-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2026-04-19","6.9500","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.9700","-0.29%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-07-19","6.9000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.9700","-1.00%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2027-01-19","6.8000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.9700","-2.44%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2026-03-17","6.8800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8900","-0.15%","6.8700","-0.29%","Aşağı","Slightly Bullish","1","98.5","100","0.15%","90.6 (A)","-1.14%","-0.29%","+1.00%","+6.88"
"2026-02-17","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2026-05-17","6.8500","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8900","-0.58%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-08-17","6.8000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8900","-1.31%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2027-02-17","6.7000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8900","-2.76%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2026-04-20","6.8800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8700","+0.15%","6.8158","-0.79%","Yukarı","Slightly Bullish","0","90.7","0","0.93%","37.9 (F)","-0.56%","-0.79%","+0.70%","+4.84"
"2026-03-20","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2026-06-20","6.8500","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8700","-0.29%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-09-20","6.8000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8700","-1.02%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2027-03-20","6.7000","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","6.8700","-2.47%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2023-08-20","ICBC Yatırım","Ekip","PDF","AEFES","+12M","2024-08-20","130.0000","AEFES hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","102.6000","+26.71%","24.8100","-75.82%","Yukarı","Strong Sell","0","0.0","0","80.92%","0.0 (F)","+158.15%","+28.03%","-131.45%","-4.92"
"2026-01-23","ICBC Yatırım","Ekip","PDF","AKBNK","+12M","2027-01-23","108.0000","AKBNK hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","77.8000","+38.82%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","AKBNK","+12M","2027-03-12","108.0000","AKBNK hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","77.6000","+39.18%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-23","ICBC Yatırım","Ekip","PDF","BIMAS","+12M","2027-01-23","840.0000","BIMAS hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","626.0000","+34.19%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","BIMAS","+12M","2027-03-12","950.0000","BIMAS hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","694.5000","+36.79%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-03","Deniz Yatırım","Ekip","PDF","BIMAS","+12M","2027-04-03","873.0000","Model portföy hissesi, hedef fiyata yukarı potansiyel","BIST100","703.0000","+24.18%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2023-08-20","ICBC Yatırım","Ekip","PDF","CCOLA","+12M","2024-08-20","420.0000","CCOLA hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","375.2000","+11.94%","62.4000","-83.37%","Yukarı","Strong Sell","0","0.0","0","85.14%","0.0 (F)","+158.15%","+28.03%","-146.21%","-12.25"
"2026-04-03","Deniz Yatırım","Ekip","PDF","CCOLA","+12M","2027-04-03","97.6000","Model portföy hissesi, hedef fiyata yukarı potansiyel","BIST100","68.2500","+43.00%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2023-08-20","ICBC Yatırım","Ekip","PDF","FROTO","+12M","2024-08-20","1200.0000","FROTO hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","860.2000","+39.50%","92.7500","-89.22%","Yukarı","Strong Sell","0","0.0","0","92.27%","0.0 (F)","+158.15%","+28.03%","-118.65%","-3.00"
"2023-08-20","ICBC Yatırım","Ekip","PDF","ISCTR","+12M","2024-08-20","24.0000","ISCTR hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","18.6800","+28.48%","13.5600","-27.41%","Yukarı","Strong Sell","0","0.0","0","43.50%","0.0 (F)","+158.15%","+28.03%","-129.67%","-4.55"
"2023-08-20","ICBC Yatırım","Ekip","PDF","MGROS","+12M","2024-08-20","400.0000","MGROS hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","339.3000","+17.89%","515.0000","+51.78%","Yukarı","Strong Sell","1","0.0","25","28.75%","42.5 (D)","+158.15%","+28.03%","-140.26%","-7.84"
"2026-01-23","ICBC Yatırım","Ekip","PDF","MGROS","+12M","2027-01-23","830.0000","MGROS hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","625.0000","+32.80%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","MGROS","+12M","2027-03-12","850.0000","MGROS hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","603.0000","+40.96%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2023-08-20","ICBC Yatırım","Ekip","PDF","PGSUS","+12M","2024-08-20","1150.0000","PGSUS hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","851.6000","+35.04%","220.2000","-74.14%","Yukarı","Strong Sell","0","0.0","0","80.85%","0.0 (F)","+158.15%","+28.03%","-123.11%","-3.51"
"2026-01-23","ICBC Yatırım","Ekip","PDF","PGSUS","+12M","2027-01-23","285.0000","PGSUS hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","202.8000","+40.53%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2023-08-20","ICBC Yatırım","Ekip","PDF","TAVHL","+12M","2024-08-20","170.0000","TAVHL hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","121.0000","+40.50%","241.8000","+99.83%","Yukarı","Strong Sell","1","0.0","25","42.24%","42.5 (D)","+158.15%","+28.03%","-117.66%","-2.91"
"2026-04-03","Deniz Yatırım","Ekip","PDF","TAVHL","+12M","2027-04-03","454.4000","Model portföy hissesi, hedef fiyata yukarı potansiyel","BIST100","322.0000","+41.12%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2023-08-20","ICBC Yatırım","Ekip","PDF","THYAO","+12M","2024-08-20","300.0000","THYAO hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","238.0000","+26.05%","299.7500","+25.95%","Yukarı","Strong Sell","1","99.2","100","0.08%","79.8 (B)","+158.15%","+28.03%","-132.10%","-5.07"
"2026-01-23","ICBC Yatırım","Ekip","PDF","THYAO","+12M","2027-01-23","400.0000","THYAO hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","299.0000","+33.78%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","THYAO","+12M","2027-03-12","400.0000","THYAO hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","294.8000","+35.69%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2023-08-20","ICBC Yatırım","Ekip","PDF","TOASO","+12M","2024-08-20","330.0000","TOASO hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","266.8000","+23.69%","250.5000","-6.11%","Yukarı","Strong Sell","0","0.0","0","24.09%","0.0 (F)","+158.15%","+28.03%","-134.46%","-5.68"
"2026-01-23","ICBC Yatırım","Ekip","PDF","GARAN","+12M","2027-01-23","207.0000","GARAN hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","148.5000","+39.39%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","GARAN","+12M","2027-03-12","207.0000","GARAN hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","139.3000","+48.60%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-03","Deniz Yatırım","Ekip","PDF","GARAN","+12M","2027-04-03","211.0000","Model portföy hissesi, hedef fiyata yukarı potansiyel","BIST100","131.0000","+61.07%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-23","ICBC Yatırım","Ekip","PDF","KCHOL","+12M","2027-01-23","280.0000","KCHOL hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","195.3000","+43.37%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","KCHOL","+12M","2027-03-12","285.0000","KCHOL hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","192.3000","+48.21%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-03","Deniz Yatırım","Ekip","PDF","KCHOL","+12M","2027-04-03","289.1700","Model portföy hissesi, hedef fiyata yukarı potansiyel","BIST100","192.7800","+50.00%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-23","ICBC Yatırım","Ekip","PDF","SAHOL","+12M","2027-01-23","150.0000","SAHOL hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","95.5000","+57.07%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","SAHOL","+12M","2027-03-12","150.0000","SAHOL hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","96.0000","+56.25%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","TSKB","+12M","2027-03-12","19.0000","TSKB hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","12.2000","+55.74%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-12","ICBC Yatırım","Ekip","PDF","DOHOL","+12M","2027-03-12","28.0000","DOHOL hissesinde yükseliş beklentisi, hedef fiyata yukarı potansiyel","BIST100","21.5000","+30.23%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-03","Deniz Yatırım","Ekip","PDF","YKBNK","+12M","2027-04-03","54.3000","Model portföy hissesi, hedef fiyata yukarı potansiyel","BIST100","34.5900","+56.98%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-15","Devrim Akyıl","Devrim Akyıl","Video","BIST100","+3M","2026-06-15","12900.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","BIST100","13550.0000","-4.80%","13052.0000","-3.68%","Aşağı","Strong Bearish","1","88.2","75","1.18%","74.0 (B)","+18.28%","-3.68%","-23.07%","-4.81"
"2026-03-24","Devrim Akyıl","Devrim Akyıl","Video","BIST100","+3M","2026-06-24","13380.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","BIST100","12930.0000","+3.48%","13500.0000","+4.41%","Yukarı","Strong Bearish","1","91.0","100","0.90%","77.3 (B)","+14.02%","+4.41%","-10.54%","-3.03"
"2026-03-31","Devrim Akyıl","Devrim Akyıl","Video","BIST100","+3M","2026-06-30","13167.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","BIST100","12791.0000","+2.94%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-05","Devrim Akyıl","Devrim Akyıl","Video","BIST100","+3M","2026-07-05","13167.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","BIST100","13052.0000","+0.88%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-12","Devrim Akyıl","Devrim Akyıl","Video","BIST100","+3M","2026-07-12","14000.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","BIST100","13500.0000","+3.70%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-15","Devrim Akyıl","Devrim Akyıl","Video","XAU/USD","+3M","2026-06-15","5225.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","XAU/USD","5019.0000","+4.10%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-24","Devrim Akyıl","Devrim Akyıl","Video","XAU/USD","+3M","2026-06-24","4735.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","XAU/USD","4500.0000","+5.22%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-31","Devrim Akyıl","Devrim Akyıl","Video","XAU/USD","+3M","2026-06-30","4735.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","XAU/USD","—","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-15","Devrim Akyıl","Devrim Akyıl","Video","GRAM-ALTIN","+3M","2026-06-15","7800.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","GRAM-ALTIN","6935.0000","+12.47%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-15","Devrim Akyıl","Devrim Akyıl","Video","GRAM-ALTIN","+3M","2026-06-15","8400.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","GRAM-ALTIN","—","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-15","Devrim Akyıl","Devrim Akyıl","Video","GRAM-ALTIN","+6M","2026-09-15","9300.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","GRAM-ALTIN","—","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-15","Devrim Akyıl","Devrim Akyıl","Video","GRAM-ALTIN","+12M","2027-03-15","10000.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","GRAM-ALTIN","—","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-15","Devrim Akyıl","Devrim Akyıl","Video","XAG/USD","+12M","2027-03-15","309.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","XAG/USD","—","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-05","Devrim Akyıl","Devrim Akyıl","Video","ULKER","+3M","2026-07-05","141.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","BIST100","117.2000","+20.31%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-04-05","Devrim Akyıl","Devrim Akyıl","Video","ULKER","+12M","2027-04-05","187.0000","Sözel tahmin, teknik analiz bazlı seviye tahmini","BIST100","117.2000","+59.56%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
